customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Centro-Oeste,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul,discount_ratio,has_delay,high_contact,freight_per_item,nps_score,nps_category
35,55,116.91,2,44.76,1,2,4,44.52,1,2,1,5,False,False,False,True,False,0.3828586091832789,1,0,22.25999998887,0.0,Detrator
51,108,325.19,1,61.0,4,8,4,23.69,1,0,10,3,False,True,False,False,False,0.18758264399216587,1,0,23.68999997631,2.4,Detrator
40,105,289.45,6,52.81,9,13,1,26.45,3,1,9,3,False,False,False,True,False,0.18244947313808105,1,0,4.408333332598611,9.1,Promotor
56,89,651.98,4,24.9,6,5,1,37.44,3,1,7,3,False,False,False,True,False,0.0381913555629955,1,0,9.35999999766,6.8,Neutro
64,74,588.11,5,24.81,2,14,2,20.23,2,2,7,5,False,True,False,False,False,0.042185985614864245,1,0,4.0459999991908004,6.4,Neutro
54,86,389.97,2,0.12,5,3,4,29.93,2,3,5,6,False,False,False,False,True,0.00030771597815137643,1,1,14.9649999925175,3.5,Detrator
64,68,742.9,1,55.36,7,6,0,37.05,1,2,9,3,False,False,False,True,False,0.07451877776272108,0,0,37.04999996295,5.7,Detrator
18,29,409.49,2,36.49,6,2,1,38.79,1,3,11,7,False,False,False,True,False,0.08911084519746731,1,1,19.394999990302498,2.8,Detrator
59,46,241.86,3,149.5,11,3,4,52.68,3,1,9,3,True,False,False,False,False,0.6181261887016534,1,0,17.559999994146665,4.4,Detrator
37,61,148.96,6,1.54,9,10,4,25.74,3,1,5,6,False,False,True,False,False,0.01033834586459225,1,0,4.2899999992849995,5.4,Detrator
64,38,254.94,5,13.7,11,8,0,23.12,1,1,10,2,False,False,False,True,False,0.05373813446280012,0,0,4.6239999990752,8.9,Promotor
42,94,248.06,4,123.45,1,2,1,38.67,1,2,1,6,False,False,True,False,False,0.49766185600057383,1,0,9.667499997583125,3.8,Detrator
23,60,1011.99,1,1.29,8,14,3,13.34,2,1,9,3,False,False,False,False,True,0.0012747161533204136,1,0,13.339999986659999,4.4,Detrator
69,100,143.09,3,8.05,7,11,2,29.36,3,0,3,2,False,True,False,False,False,0.05625829897228138,1,0,9.786666663404445,4.3,Detrator
47,44,1284.29,6,2.89,3,7,3,43.24,3,0,10,2,False,False,False,False,True,0.002250270577515787,1,0,7.206666665465556,4.5,Detrator
37,26,347.56,5,9.99,6,12,4,37.15,3,3,4,5,True,False,False,False,False,0.0287432385774291,1,1,7.429999998514,2.1,Detrator
26,51,416.54,6,2.43,10,5,4,44.13,2,0,8,4,False,False,False,True,False,0.005833773467120004,1,0,7.354999998774167,1.5,Detrator
65,22,310.54,6,3.49,2,4,2,24.61,2,0,4,3,False,False,False,False,True,0.011238487795416892,1,0,4.101666665983055,5.6,Detrator
66,57,411.41,2,3.18,7,9,6,33.98,1,0,7,4,False,True,False,False,False,0.0077295155683922865,1,0,16.989999991504998,2.4,Detrator
35,108,843.11,5,3.37,3,2,2,48.89,3,2,11,4,False,False,True,False,False,0.003997105952955134,1,0,9.7779999980444,3.2,Detrator
57,6,27.01,2,83.21,1,2,0,30.99,1,0,3,1,False,False,False,False,True,3.080710847720077,0,0,15.494999992252499,5.6,Detrator
20,34,374.01,2,15.1,5,7,3,32.15,2,0,8,3,True,False,False,False,False,0.04037325205197622,1,0,16.0749999919625,3.8,Detrator
53,49,657.27,1,32.18,2,8,2,46.55,2,1,5,3,False,False,False,True,False,0.04896009250376716,1,0,46.54999995344999,4.1,Detrator
23,14,523.64,3,2.59,1,10,5,29.8,1,2,1,4,False,False,False,True,False,0.0049461462073085586,1,0,9.933333330022222,0.0,Detrator
61,107,471.73,1,8.62,1,9,1,32.81,2,1,4,4,True,False,False,False,False,0.018273164734025238,1,0,32.80999996719,8.6,Promotor
55,86,154.35,4,125.36,5,9,2,35.03,3,2,0,4,True,False,False,False,False,0.8121801101340319,1,0,8.757499997810624,4.8,Detrator
18,79,283.05,2,59.35,11,10,1,44.55,2,2,5,4,False,False,True,False,False,0.20968026850305713,1,0,22.274999988862497,1.7,Detrator
36,110,641.73,1,18.47,4,8,1,51.01,3,4,11,6,False,False,False,True,False,0.028781574805558752,1,1,51.00999994898999,1.6,Detrator
55,49,171.35,5,20.19,9,7,2,39.96,1,1,6,4,False,False,True,False,False,0.11782900495991931,1,0,7.9919999984016,5.0,Detrator
45,55,1072.6,2,2.58,11,2,4,18.52,2,1,7,4,False,False,True,False,False,0.00240537012865709,1,0,9.25999999537,5.6,Detrator
64,35,327.51,3,15.55,8,8,2,32.65,1,1,2,2,False,False,False,False,True,0.04747946627569394,1,0,10.883333329705556,6.8,Neutro
26,119,574.11,3,28.38,5,12,3,31.79,2,0,11,2,False,True,False,False,False,0.04943303548091928,1,0,10.596666663134444,5.8,Detrator
64,67,142.52,2,138.9,5,2,1,31.06,2,1,0,4,False,True,False,False,False,0.9746000561256344,1,0,15.529999992234998,3.5,Detrator
27,80,198.23,4,19.88,6,11,3,62.25,1,1,2,4,False,False,False,False,True,0.10028754477071944,1,0,15.562499996109375,0.8,Detrator
41,47,170.19,4,24.71,8,12,1,22.63,3,2,2,5,False,False,True,False,False,0.14519066925115937,1,0,5.6574999985856245,5.5,Detrator
43,30,658.72,4,16.66,2,10,4,29.08,3,0,7,5,False,False,False,False,True,0.025291474374506177,1,0,7.2699999981825,2.2,Detrator
25,42,529.51,6,39.41,9,2,3,40.72,3,1,1,4,False,True,False,False,False,0.07442730071183844,1,0,6.786666665535555,4.5,Detrator
22,51,117.19,3,18.67,5,9,2,54.84,2,2,6,4,False,False,False,False,True,0.15931393463470167,1,0,18.279999993906667,5.0,Detrator
30,40,700.53,5,14.13,8,10,1,26.09,3,2,0,6,False,False,False,True,False,0.020170442379312564,1,0,5.2179999989564,7.6,Neutro
39,16,309.91,3,9.87,7,13,2,16.17,1,2,9,4,False,False,False,False,True,0.0318479558580496,1,0,5.389999998203334,4.4,Detrator
51,81,129.27,4,4.3,2,7,3,47.36,3,4,5,8,False,False,True,False,False,0.033263711611098756,1,1,11.83999999704,0.7,Detrator
42,62,446.26,3,50.52,1,9,3,43.92,2,0,7,2,False,False,True,False,False,0.11320754716955765,1,0,14.63999999512,6.3,Neutro
40,35,233.57,3,60.22,5,13,0,36.94,1,1,2,1,False,False,True,False,False,0.2578242068747792,0,0,12.313333329228888,7.9,Neutro
58,43,50.93,5,33.78,6,4,3,35.93,2,0,10,3,False,False,True,False,False,0.6632633025591349,1,0,7.1859999985628,4.3,Detrator
65,60,126.73,6,55.24,3,12,4,21.77,2,1,5,3,True,False,False,False,False,0.43588731949470616,1,0,3.628333332728611,3.9,Detrator
38,66,137.17,1,3.13,4,14,2,51.69,3,2,11,7,False,False,False,True,False,0.022818400524729766,1,0,51.689999948309996,1.2,Detrator
20,77,192.85,5,48.42,9,2,1,44.74,1,2,11,4,False,False,False,False,True,0.25107596577520835,1,0,8.9479999982104,3.9,Detrator
25,73,328.62,5,43.11,10,12,6,44.36,2,2,7,5,False,False,False,False,True,0.131184955267083,1,0,8.8719999982256,0.0,Detrator
63,66,347.38,6,103.33,10,12,1,37.57,3,2,0,3,False,False,False,True,False,0.2974552363397506,1,0,6.261666665623055,7.9,Neutro
67,116,218.79,1,17.39,11,9,3,35.44,2,3,0,5,False,False,False,False,True,0.07948260889401032,1,1,35.439999964559995,3.2,Detrator
56,74,475.08,3,7.77,11,7,1,19.23,2,0,1,2,False,True,False,False,False,0.016355140186881462,1,0,6.409999997863333,6.8,Neutro
68,13,213.38,5,3.22,11,11,1,27.99,1,4,4,6,False,False,False,False,True,0.015090448964218343,1,1,5.5979999988803995,7.5,Neutro
56,34,407.16,6,54.62,9,7,1,23.3,3,1,8,3,False,True,False,False,False,0.13414873759668397,1,0,3.883333332686111,4.7,Detrator
39,80,474.68,1,30.24,6,14,6,21.66,2,1,10,4,False,False,False,True,False,0.06370607567189747,1,0,21.65999997834,0.9,Detrator
62,22,630.25,3,12.3,10,10,4,44.64,2,2,0,5,True,False,False,False,False,0.019516065053519216,1,0,14.87999999504,0.0,Detrator
28,106,391.87,5,30.44,2,14,2,46.21,2,1,10,3,False,True,False,False,False,0.07767882205813745,1,0,9.2419999981516,6.7,Neutro
40,84,569.84,1,39.44,3,8,2,26.67,3,1,0,5,False,False,False,False,True,0.06921241050107185,1,0,26.66999997333,3.1,Detrator
66,95,1466.72,1,40.2,7,10,2,21.03,2,3,0,4,False,False,False,False,True,0.027408094251099455,1,1,21.02999997897,7.9,Neutro
33,81,411.17,5,24.37,4,3,2,37.36,1,1,11,5,False,True,False,False,False,0.05926988836719783,1,0,7.471999998505599,2.0,Detrator
69,78,1471.44,4,14.66,8,7,3,42.78,3,3,3,6,False,False,False,False,True,0.009963029413357008,1,1,10.69499999732625,2.8,Detrator
68,60,247.14,3,66.17,5,13,2,46.46,3,0,1,2,True,False,False,False,False,0.2677429796865431,1,0,15.486666661504444,7.0,Neutro
45,57,635.09,5,19.89,4,11,0,33.25,1,2,6,6,True,False,False,False,False,0.03131839581786626,0,0,6.64999999867,3.7,Detrator
52,12,173.52,6,14.92,4,12,3,29.28,2,2,11,6,False,False,False,True,False,0.08598432457304066,1,0,4.8799999991866665,2.4,Detrator
59,53,686.0,1,0.04,3,9,2,40.03,3,2,5,5,False,False,True,False,False,5.830903790078964e-05,1,0,40.02999995997,4.9,Detrator
46,107,262.36,5,17.48,3,9,4,32.72,1,2,3,4,True,False,False,False,False,0.06662601006225558,1,0,6.543999998691199,0.4,Detrator
55,52,120.2,2,0.47,10,5,3,4.61,2,4,3,9,False,True,False,False,False,0.003910149750383443,1,1,2.3049999988475003,4.8,Detrator
23,103,1094.43,4,36.53,11,14,2,47.86,3,2,11,4,False,False,False,False,True,0.033378105497808556,1,0,11.96499999700875,1.3,Detrator
66,54,1152.0,6,32.08,8,4,4,57.77,3,1,1,4,False,False,True,False,False,0.02784722222219805,1,0,9.628333331728612,2.8,Detrator
31,98,927.89,4,9.68,3,2,4,53.8,2,0,2,1,False,True,False,False,False,0.010432271066602257,1,0,13.4499999966375,6.2,Neutro
46,84,139.76,5,9.24,11,6,5,45.37,2,4,10,8,False,False,True,False,False,0.06611333714892594,1,1,9.073999998185199,0.0,Detrator
66,51,137.59,1,7.86,1,9,1,40.4,2,1,6,3,False,False,True,False,False,0.0571262446394569,1,0,40.399999959599995,4.5,Detrator
45,75,482.15,2,37.46,4,12,5,21.47,2,4,6,7,False,False,True,False,False,0.07769366379741223,1,1,10.7349999946325,0.0,Detrator
27,30,284.43,2,44.76,7,7,1,32.46,3,0,2,1,True,False,False,False,False,0.15736736631101722,1,0,16.229999991885,6.1,Neutro
63,31,1010.66,1,15.43,4,13,2,31.92,2,0,7,3,False,False,False,False,True,0.015267251103224362,1,0,31.91999996808,5.2,Detrator
64,69,550.17,4,34.27,9,12,0,45.49,1,1,7,2,False,False,True,False,False,0.062289837686420046,0,0,11.372499997156876,6.5,Neutro
21,89,542.58,1,3.45,5,14,8,42.85,3,1,8,4,False,False,True,False,False,0.006358509344232448,1,0,42.84999995715,0.0,Detrator
41,76,217.9,5,9.85,5,9,3,21.86,3,0,6,4,False,False,False,True,False,0.04520422212003119,1,0,4.3719999991256,6.1,Neutro
19,64,141.67,3,8.17,7,4,1,22.43,3,1,7,2,False,False,False,False,True,0.05766923131179736,1,0,7.476666664174444,6.5,Neutro
63,87,1023.52,4,85.92,1,12,2,50.66,2,4,4,7,True,False,False,False,False,0.0839455994996835,1,1,12.66499999683375,1.9,Detrator
46,48,485.88,3,19.33,10,10,3,36.9,2,2,10,5,False,False,False,False,True,0.03978348563423112,1,0,12.299999995899999,5.4,Detrator
42,113,550.88,5,1.45,2,13,0,23.52,1,1,11,1,True,False,False,False,False,0.00263215219285029,0,0,4.703999999059199,6.3,Neutro
48,29,726.05,1,73.56,10,13,1,38.31,2,3,10,5,False,False,True,False,False,0.10131533640919867,1,1,38.309999961689996,2.7,Detrator
64,22,496.81,4,18.44,7,5,2,9.17,1,2,3,5,False,False,False,False,True,0.03711680521721158,1,0,2.292499999426875,7.2,Neutro
68,19,383.83,5,6.21,7,9,1,45.92,1,1,2,3,True,False,False,False,False,0.016179037594726366,1,0,9.1839999981632,5.1,Detrator
63,8,166.82,6,30.74,2,13,2,36.11,1,1,6,3,False,False,False,False,True,0.1842704711654222,1,0,6.018333332330277,5.9,Detrator
32,44,272.77,1,8.22,7,9,4,37.19,3,1,9,3,False,True,False,False,False,0.03013527880620987,1,0,37.18999996280999,0.0,Detrator
55,102,1386.85,5,0.15,11,3,5,45.19,2,1,9,3,False,False,False,False,True,0.00010815877708468244,1,0,9.037999998192399,2.7,Detrator
50,92,906.45,2,46.45,6,6,1,41.37,3,1,3,3,False,False,False,True,False,0.05124386342318799,1,0,20.6849999896575,7.4,Neutro
67,60,1132.9,2,37.85,1,7,4,44.91,2,3,3,6,False,False,False,True,False,0.03340983317147726,1,1,22.454999988772496,2.0,Detrator
66,79,385.14,3,25.66,9,14,2,46.59,3,1,3,3,True,False,False,False,False,0.06662512333160248,1,0,15.529999994823335,4.8,Detrator
25,40,714.93,3,139.66,8,14,4,54.39,1,1,10,3,False,False,False,True,False,0.19534779628747523,1,0,18.129999993956666,3.1,Detrator
57,114,446.55,2,69.16,9,13,2,32.84,1,4,4,7,True,False,False,False,False,0.1548762736532194,1,1,16.41999999179,4.2,Detrator
33,62,170.64,3,3.32,2,8,0,52.41,1,2,8,5,False,False,True,False,False,0.01945616502567126,0,0,17.469999994176664,5.3,Detrator
55,27,324.24,5,4.0,1,12,1,38.73,2,3,8,6,True,False,False,False,False,0.012336540833912113,1,1,7.7459999984508,3.8,Detrator
61,98,148.65,5,7.71,2,12,1,58.53,3,2,1,4,False,False,False,False,True,0.051866801210549165,1,0,11.7059999976588,4.5,Detrator
58,108,478.26,4,0.69,4,11,2,37.09,2,2,4,7,False,False,False,False,True,0.0014427298958695214,1,0,9.272499997681876,4.0,Detrator
51,48,596.5,6,41.61,4,10,1,31.28,3,3,7,7,False,True,False,False,False,0.06975691533936336,1,1,5.213333332464445,1.8,Detrator
23,97,1004.38,5,9.61,4,2,0,65.44,2,3,11,4,False,False,True,False,False,0.009568091758089998,0,1,13.087999997382399,4.5,Detrator
56,45,479.04,6,30.01,11,12,1,34.18,3,2,10,4,False,False,False,True,False,0.06264612558437156,1,0,5.696666665717222,3.2,Detrator
57,49,168.11,6,16.51,6,14,2,53.71,1,0,5,3,False,False,False,True,False,0.09820950568022005,1,0,8.951666665174722,2.1,Detrator
66,2,928.87,5,5.77,4,9,2,7.25,3,1,7,4,False,False,True,False,False,0.006211848805531224,1,0,1.44999999971,7.2,Neutro
40,68,55.54,5,71.45,3,4,2,52.16,2,3,2,5,False,False,False,False,True,1.2864602088353179,1,1,10.4319999979136,3.0,Detrator
67,105,986.92,2,52.37,3,12,3,44.15,2,1,3,5,True,False,False,False,False,0.05306407814204488,1,0,22.0749999889625,1.0,Detrator
38,43,125.72,5,31.8,6,8,3,30.99,1,1,0,4,False,True,False,False,False,0.2529430480412588,1,0,6.1979999987604,5.6,Detrator
52,16,384.07,6,31.07,8,3,1,55.73,3,5,1,8,False,False,False,False,True,0.08089671153674878,1,1,9.288333331785276,3.5,Detrator
64,35,656.35,4,15.18,10,9,1,38.8,2,2,3,3,False,False,False,False,True,0.023127904319306575,1,0,9.699999997574999,6.0,Detrator
46,91,554.43,3,121.75,5,12,1,32.33,1,2,6,4,True,False,False,False,False,0.2195948992655167,1,0,10.776666663074444,4.7,Detrator
52,75,191.88,3,11.87,2,10,3,43.34,1,1,3,3,False,False,True,False,False,0.061861580153940686,1,0,14.446666661851111,4.8,Detrator
19,83,188.37,3,34.16,11,10,0,54.03,2,3,2,4,True,False,False,False,False,0.18134522482252297,0,1,18.009999993996665,8.8,Promotor
50,81,329.58,2,33.78,11,7,4,31.19,3,2,3,4,False,False,False,False,True,0.10249408337853483,1,0,15.5949999922025,3.9,Detrator
43,111,179.58,2,16.25,1,5,2,68.97,1,2,9,4,False,False,False,False,True,0.09048891858731212,1,0,34.4849999827575,2.2,Detrator
61,83,505.43,3,19.01,2,5,2,43.18,1,3,1,7,False,False,False,False,True,0.03761153868975405,1,1,14.393333328535554,4.6,Detrator
49,11,507.4,1,30.22,1,11,2,35.66,1,1,9,3,True,False,False,False,False,0.05955853370110454,1,0,35.659999964339995,4.8,Detrator
35,83,376.29,3,4.28,3,14,1,28.7,2,3,11,6,False,False,False,False,True,0.011374206064441325,1,1,9.566666663477777,5.5,Detrator
51,56,213.14,2,21.35,10,5,3,66.87,1,3,11,7,False,False,False,False,True,0.1001689030679358,1,1,33.4349999832825,0.0,Detrator
47,50,64.11,3,3.31,9,2,2,36.24,3,1,7,4,False,True,False,False,False,0.05163001091792809,1,0,12.079999995973333,6.4,Neutro
61,12,490.26,1,9.6,3,12,3,42.48,3,1,7,5,False,True,False,False,False,0.01958144657932611,1,0,42.47999995751999,3.8,Detrator
40,33,448.49,3,7.8,3,4,3,55.66,2,1,2,4,False,False,False,False,True,0.01739169212241657,1,0,18.553333327148888,3.7,Detrator
65,42,1365.27,3,14.01,9,13,1,43.2,2,3,1,6,False,True,False,False,False,0.010261706475634664,1,1,14.3999999952,5.9,Detrator
37,97,690.01,4,47.3,3,13,2,64.73,3,4,4,10,False,True,False,False,False,0.06854973116321712,1,1,16.182499995954377,2.8,Detrator
63,17,492.92,1,50.17,10,8,2,62.79,3,4,6,7,False,False,True,False,False,0.10178122210480041,1,1,62.78999993720999,5.3,Detrator
40,22,540.24,3,50.89,2,13,3,62.74,2,4,3,10,False,False,True,False,False,0.09419887457408893,1,1,20.913333326362224,0.0,Detrator
57,110,382.03,1,84.46,9,8,2,35.8,3,1,0,3,False,False,False,True,False,0.22108211396952837,1,0,35.7999999642,7.1,Neutro
25,98,547.68,2,8.1,4,13,2,52.91,3,2,8,4,False,False,True,False,False,0.014789658194539167,1,0,26.454999986772496,2.6,Detrator
31,76,1135.28,6,0.48,10,10,2,36.32,3,2,0,4,True,False,False,False,False,0.0004228031851169555,1,0,6.053333332324445,4.8,Detrator
40,48,121.36,6,20.14,11,13,2,41.34,2,2,7,6,False,True,False,False,False,0.16595253790238998,1,0,6.889999998851668,3.2,Detrator
63,32,83.34,2,0.46,7,2,2,48.56,2,2,4,4,False,False,False,True,False,0.005519558435258944,1,0,24.279999987860002,0.9,Detrator
31,5,810.91,2,75.7,10,13,2,39.18,3,1,1,4,False,True,False,False,False,0.09335191328249332,1,0,19.589999990204998,5.2,Detrator
19,79,470.42,4,12.73,6,4,1,43.57,3,2,7,5,False,False,False,True,False,0.02706092428037273,1,0,10.892499997276875,5.9,Detrator
21,48,396.59,6,230.33,2,6,0,26.18,2,5,5,9,False,False,False,False,True,0.5807761163907795,0,1,4.3633333326061114,4.0,Detrator
41,69,162.27,2,57.98,8,2,2,27.13,3,1,5,3,False,False,True,False,False,0.357305725023989,1,0,13.5649999932175,6.8,Neutro
68,72,1065.27,1,12.4,3,7,2,42.56,1,1,7,4,False,False,False,True,False,0.011640241441126062,1,0,42.55999995744,8.6,Promotor
53,107,536.74,6,44.93,6,14,0,42.67,1,0,3,4,False,True,False,False,False,0.08370905838938088,0,0,7.111666665481389,10.0,Promotor
26,108,323.19,6,41.18,4,11,2,51.53,1,2,0,5,False,False,False,True,False,0.12741730870346415,1,0,8.588333331901945,4.0,Detrator
33,59,245.0,3,0.41,6,4,2,51.43,2,3,6,5,False,True,False,False,False,0.0016734693877482716,1,1,17.143333327618887,5.5,Detrator
49,65,909.44,2,39.76,2,6,2,28.48,3,3,2,5,True,False,False,False,False,0.04371921182261202,1,1,14.23999999288,2.8,Detrator
49,107,313.47,4,36.69,2,4,1,20.79,1,2,5,5,True,False,False,False,False,0.11704469327171005,1,0,5.197499998700625,3.7,Detrator
44,12,1372.62,2,67.88,3,6,0,55.08,3,0,2,0,False,True,False,False,False,0.049452871151484425,0,0,27.539999986229997,9.2,Promotor
32,17,373.43,2,9.42,5,3,5,39.86,2,1,6,3,True,False,False,False,False,0.025225611225597234,1,0,19.929999990035,0.0,Detrator
66,109,995.58,2,7.05,6,8,1,49.77,3,2,11,6,False,False,False,True,False,0.007081299343089373,1,0,24.8849999875575,3.4,Detrator
21,1,286.72,1,33.24,3,7,3,33.52,2,0,7,4,False,False,False,True,False,0.11593191964245281,1,0,33.51999996648,3.9,Detrator
53,15,918.47,2,86.04,7,4,1,28.81,2,1,5,3,True,False,False,False,False,0.09367752893388606,1,0,14.4049999927975,7.7,Neutro
42,66,422.44,3,65.15,2,5,1,39.45,2,2,9,4,False,False,True,False,False,0.15422308493477366,1,0,13.149999995616668,6.2,Neutro
32,22,215.21,4,17.68,7,12,2,62.75,2,3,11,6,False,False,True,False,False,0.08215231634179568,1,1,15.687499996078124,3.2,Detrator
29,27,238.96,5,7.33,7,3,2,40.61,3,3,2,6,False,False,False,True,False,0.03067458988939289,1,1,8.1219999983756,4.7,Detrator
24,82,446.12,1,2.7,3,6,1,45.03,3,1,1,3,False,True,False,False,False,0.006052183269062019,1,0,45.029999954969995,10.0,Promotor
53,104,678.18,4,28.51,5,9,2,35.02,2,1,10,4,False,False,True,False,False,0.04203898669963426,1,0,8.75499999781125,3.6,Detrator
41,51,1046.11,2,16.42,5,9,3,28.61,1,1,2,3,False,False,False,True,False,0.01569624609265212,1,0,14.304999992847499,5.4,Detrator
23,83,479.17,6,86.32,1,10,5,43.06,3,3,7,6,True,False,False,False,False,0.18014483377469342,1,1,7.176666665470556,2.1,Detrator
65,49,378.62,6,0.28,1,12,5,60.64,1,0,8,2,True,False,False,False,False,0.0007395277587007038,1,0,10.106666664982223,3.8,Detrator
58,88,695.84,5,102.24,11,4,1,29.16,2,2,0,5,False,True,False,False,False,0.1469303288110098,1,0,5.8319999988335995,2.2,Detrator
62,71,441.62,6,4.1,7,11,5,17.16,1,3,11,7,False,False,False,False,True,0.00928399981882776,1,1,2.859999999523333,0.0,Detrator
48,85,426.91,5,0.77,4,12,0,30.72,2,2,11,4,False,False,False,True,False,0.0018036588508074216,0,0,6.1439999987712,4.4,Detrator
38,47,165.25,3,13.59,3,12,2,33.32,1,1,4,3,True,False,False,False,False,0.08223903176954772,1,0,11.106666662964445,6.3,Neutro
28,31,406.72,1,9.23,8,8,2,47.92,2,4,10,6,False,False,False,False,True,0.02269374508255632,1,1,47.91999995208,0.0,Detrator
33,92,1112.92,2,3.52,7,11,3,21.17,3,0,5,2,False,False,False,True,False,0.0031628508787665214,1,0,10.5849999947075,4.2,Detrator
31,55,960.04,2,4.67,4,3,2,38.97,1,1,9,4,False,True,False,False,False,0.00486438065080115,1,0,19.4849999902575,5.9,Detrator
42,11,380.12,4,5.09,3,13,1,67.79,2,2,5,3,False,False,True,False,False,0.013390508260514073,1,0,16.947499995763128,7.0,Neutro
31,99,409.38,1,17.45,8,2,3,28.44,1,2,2,6,False,False,False,False,True,0.04262543358238648,1,0,28.43999997156,2.2,Detrator
55,115,606.43,2,21.28,5,11,2,42.09,1,2,7,4,False,False,False,False,True,0.03509061227176247,1,0,21.0449999894775,7.0,Neutro
35,46,756.33,1,21.85,1,5,1,54.07,3,3,6,8,False,False,False,False,True,0.02888950590346953,1,1,54.06999994592999,5.0,Detrator
31,19,493.15,5,31.89,11,8,2,21.14,2,0,9,2,False,False,True,False,False,0.06466592314698436,1,0,4.2279999991544,10.0,Promotor
41,63,701.89,1,2.79,7,10,2,54.23,3,0,3,2,False,False,True,False,False,0.0039749818347547695,1,0,54.22999994576999,7.1,Neutro
68,27,286.67,1,22.99,3,14,2,22.66,2,0,9,5,False,False,True,False,False,0.08019674189807026,1,0,22.65999997734,3.8,Detrator
25,113,164.58,5,5.7,3,8,3,28.1,2,1,3,5,True,False,False,False,False,0.03463361283245453,1,0,5.6199999988760005,2.3,Detrator
62,75,294.55,5,4.5,11,9,3,38.69,2,1,10,3,False,True,False,False,False,0.015277542013188669,1,0,7.737999998452399,3.0,Detrator
42,44,322.78,2,12.25,11,6,2,43.98,2,2,2,6,True,False,False,False,False,0.037951545944488664,1,0,21.989999989004996,4.3,Detrator
51,26,438.42,4,58.04,10,9,3,29.39,1,0,1,4,False,False,True,False,False,0.1323844715110342,1,0,7.347499998163125,5.3,Detrator
62,15,417.04,5,24.88,1,10,1,64.66,2,3,5,5,False,False,False,True,False,0.05965854594269216,1,1,12.9319999974136,5.6,Detrator
61,11,568.03,6,36.79,5,7,2,18.62,2,1,3,4,False,True,False,False,False,0.06476770593091075,1,0,3.1033333328161112,5.8,Detrator
45,20,35.78,5,52.6,5,4,1,17.44,1,2,11,5,True,False,False,False,False,1.4700950251126301,1,0,3.4879999993024002,5.0,Detrator
41,77,1201.05,2,8.09,11,12,1,19.2,3,2,8,6,False,False,False,False,True,0.006735772865403825,1,0,9.5999999952,5.7,Detrator
35,30,408.93,6,29.91,4,2,5,25.09,3,1,5,3,False,True,False,False,False,0.07314210256016154,1,0,4.181666665969722,0.0,Detrator
51,80,147.18,6,37.87,11,14,2,21.69,2,2,7,4,False,True,False,False,False,0.2573039815174799,1,0,3.6149999993975004,5.0,Detrator
59,64,609.0,2,31.27,7,2,1,35.11,2,2,6,5,False,True,False,False,False,0.05134646962224738,1,0,17.5549999912225,5.9,Detrator
20,108,292.0,3,50.51,5,12,2,14.38,3,0,6,4,True,False,False,False,False,0.17297945205420212,1,0,4.793333331735556,4.5,Detrator
29,5,32.24,1,10.78,1,9,1,30.21,1,3,10,6,False,False,False,False,True,0.33436724564719705,1,1,30.209999969789997,3.6,Detrator
53,18,96.58,2,51.15,9,11,0,66.26,3,1,8,2,False,False,False,False,True,0.5296127562587533,0,0,33.129999983435,6.8,Neutro
22,86,402.14,4,44.12,9,6,1,44.86,1,0,1,2,True,False,False,False,False,0.10971303526107895,1,0,11.21499999719625,1.9,Detrator
36,99,685.66,3,18.51,3,14,4,42.81,3,2,0,5,False,True,False,False,False,0.026995887174361938,1,0,14.269999995243333,0.4,Detrator
29,63,522.65,3,53.95,7,4,5,43.43,1,2,3,5,False,False,False,False,True,0.1032239548453014,1,0,14.476666661841112,2.5,Detrator
44,80,281.63,2,6.59,7,4,1,56.53,2,2,6,5,True,False,False,False,False,0.023399495792268583,1,0,28.2649999858675,3.7,Detrator
34,97,663.74,4,4.52,7,4,1,35.45,3,0,4,2,False,False,False,False,True,0.006809895440975668,1,0,8.862499997784376,9.1,Promotor
60,117,7.76,4,29.21,1,6,4,25.37,1,3,7,7,False,True,False,False,False,3.764175257246885,1,1,6.342499998414375,2.5,Detrator
45,118,599.88,3,6.49,1,11,3,27.4,1,0,4,4,True,False,False,False,False,0.010818830432735183,1,0,9.133333330288888,5.3,Detrator
57,58,316.14,2,113.41,3,4,1,23.6,2,2,6,4,True,False,False,False,False,0.3587334725110434,1,0,11.7999999941,6.1,Neutro
39,22,306.9,3,16.22,1,3,3,33.04,2,2,0,4,True,False,False,False,False,0.05285109156059677,1,0,11.013333329662222,4.3,Detrator
27,58,216.17,6,19.93,5,14,2,20.09,2,3,9,6,False,False,False,True,False,0.09219595688535785,1,1,3.348333332775278,2.7,Detrator
58,84,286.78,6,27.59,3,2,0,54.45,2,0,6,1,False,False,False,False,True,0.09620615105622357,0,0,9.0749999984875,9.1,Promotor
23,41,355.38,4,42.97,2,8,1,34.48,3,1,3,3,False,False,False,False,True,0.12091282570735294,1,0,8.619999997845,8.0,Neutro
34,74,1154.76,5,77.65,8,4,0,58.9,1,1,2,1,False,False,True,False,False,0.0672434098859787,0,0,11.779999997644,9.6,Promotor
